,articleWordCount,headline,snippet,tokens,label_headline
324,1312,There Is No Racial Barrier Left to Break,We can’t create a more just nation simply by dressing up institutions in more shades of brown. Now we must confront structural racism.,"['racial', 'barrier', 'left', 'breakwe', 'create', 'nation', 'simply', 'dressing', 'institutions', 'shades', 'brown', 'must', 'confront', 'structural', 'racism']",Negative
325,1422,How Black America Saw Him,His success elated us. But then we spent eight years worrying for his life.,"['black', 'america', 'saw', 'himhis', 'success', 'elated', 'us', 'spent', 'eight', 'years', 'worrying', 'life']",Positive
326,933,Who Says I Might Not Steal Your Girl?,Dominant American culture has long stereotyped Asian-American men as not masculine. Why is Steve Harvey joining in now?,"['says', 'might', 'steal', 'girldominant', 'american', 'culture', 'long', 'stereotyped', 'asian', 'american', 'men', 'masculine', 'steve', 'harvey', 'joining']",Negative
327,1152,Why Trump Can’t Make It 1981 Again,Donald Trump says he can bring back the economic growth of the Reagan era. But economic forces won’t let him.,"['trump', 'make', 'againdonald', 'trump', 'says', 'bring', 'back', 'economic', 'growth', 'reagan', 'era', 'economic', 'forces', 'let']",Positive
328,805,Grammar Lesson,In which Joel Fagliano teaches us a thing or two.,"['grammar', 'lessonin', 'joel', 'fagliano', 'teaches', 'us', 'thing', 'two']",Neutral
329,1706,A Dropped Connection,"The Packers quarterback’s celebrity is a source of unmitigated joy everywhere in Chico, Calif., except in what used to be his innermost circle.","['dropped', 'connectionthe', 'packers', 'quarterback', 'celebrity', 'source', 'unmitigated', 'joy', 'everywhere', 'chico', 'calif', 'except', 'used', 'innermost', 'circle']",Positive
330,1083,A Mere Three Scores? A Patriot Vows to Do Better,"Dion Lewis had a receiving touchdown, a rushing touchdown and a kick-return touchdown, a feat never before achieved in the N.F.L. playoffs, but two fumbles left him stewing.","['mere', 'three', 'scores', 'patriot', 'vows', 'betterdion', 'lewis', 'receiving', 'touchdown', 'rushing', 'touchdown', 'kick', 'return', 'touchdown', 'feat', 'never', 'achieved', 'playoffs', 'two', 'fumbles', 'left', 'stewing']",Positive
331,1436,Tax Chains Try Sweeter Pitch: No-Fee Loans,"Prior versions were seen as predatory and eventually vanquished. The newer kind are more customer-friendly, but consumer watchdogs remain wary.","['tax', 'chains', 'try', 'sweeter', 'pitch', 'fee', 'loansprior', 'versions', 'seen', 'predatory', 'eventually', 'vanquished', 'newer', 'kind', 'customer', 'friendly', 'consumer', 'watchdogs', 'remain', 'wary']",Negative
332,594,Completely,John Wrenholt gives of himself completely.,"['completelyjohn', 'wrenholt', 'gives', 'completely']",Neutral
333,284,"Rolling the Dice When a Guy Yells, ‘Hey, Lady’",A woman departs from her usual practice when a newsstand vendor tries to strike up a conversation.,"['rolling', 'dice', 'guy', 'yells', 'hey', 'ladya', 'woman', 'departs', 'usual', 'practice', 'newsstand', 'vendor', 'tries', 'strike', 'conversation']",Negative
334,1136,"In Trump Tweets, Blacks Perceive a Callous Rival",Many blacks say the president-elect’s criticism of the civil rights leader shows a lack of understanding of the reverence with which they view the civil rights movement.,"['trump', 'tweets', 'blacks', 'perceive', 'callous', 'rivalmany', 'blacks', 'say', 'president', 'elect', 'criticism', 'civil', 'rights', 'leader', 'shows', 'lack', 'understanding', 'reverence', 'view', 'civil', 'rights', 'movement']",Negative
335,1003,"‘Homeland’ Season 6, Episode 1: Carrie’s a Civilian — and a Brooklynite","Things aren’t so happy though, despite the nice brownstone, and the return of Quinn.","['homeland', 'season', 'episode', 'carrie', 'civilian', 'brooklynitethings', 'happy', 'though', 'despite', 'nice', 'brownstone', 'return', 'quinn']",Positive
336,838,"Daughter, You’ve Turned Into Your Mother","A revival of Martin McDonagh’s play features Marie Mullen as the mother, Mag; almost 20 years ago she played Maureen, Mag’s daughter.","['daughter', 'turned', 'mothera', 'revival', 'martin', 'mcdonagh', 'play', 'features', 'marie', 'mullen', 'mother', 'mag', 'almost', 'years', 'ago', 'played', 'maureen', 'mag', 'daughter']",Positive
337,1210,"‘The Affair’ Season 3, Episode 8: People See What They Want to See",“The Affair” got back to Montauk with an Alison-and-Cole episode.,"['affair', 'season', 'episode', 'people', 'see', 'want', 'seethe', 'affair', 'got', 'back', 'montauk', 'alison', 'cole', 'episode']",Negative
338,1259,"With the tennis season beginning, a wish list for 2017",A longtime tennis writer looks at the sport and sees some ways it can improve.,"['tennis', 'season', 'beginning', 'wish', 'list', 'fora', 'longtime', 'tennis', 'writer', 'looks', 'sport', 'sees', 'ways', 'improve']",Positive
339,802,With  All Due Disrespect,The patriotic case for frankness about a tainted election.,"['due', 'disrespectthe', 'patriotic', 'case', 'frankness', 'tainted', 'election']",Neutral
340,938,Which M.L.K. Do We Celebrate?,"Since his death, the civil rights leader has been appropriated for all sorts of causes.","['celebratesince', 'death', 'civil', 'rights', 'leader', 'appropriated', 'sorts', 'causes']",Negative
341,550,Children of the Opioid Epidemic,"As opioid abuse rises, so does the number of children in foster care.","['children', 'opioid', 'epidemicas', 'opioid', 'abuse', 'rises', 'number', 'children', 'foster', 'care']",Negative
342,1854,How Reading Nourished Obama During the White House Years,"In an interview seven days before leaving office, Mr. Obama talked about the role books have played during his presidency and throughout his life.","['reading', 'nourished', 'obama', 'white', 'house', 'yearsin', 'interview', 'seven', 'days', 'leaving', 'office', 'mr', 'obama', 'talked', 'role', 'books', 'played', 'presidency', 'throughout', 'life']",Neutral
343,1562,The Banned Books Your Child Should Read,Books that have been challenged or banned offer parents an opportunity to talk about difficult topics.,"['banned', 'books', 'child', 'readbooks', 'challenged', 'banned', 'offer', 'parents', 'opportunity', 'talk', 'difficult', 'topics']",Negative
344,1662,A Deliberate End,Nearly one in five Americans now lives in a state where terminally ill patients may legally choose to end their lives with prescriptions from a doctor.,"['deliberate', 'endnearly', 'one', 'five', 'americans', 'lives', 'state', 'terminally', 'ill', 'patients', 'may', 'legally', 'choose', 'end', 'lives', 'prescriptions', 'doctor']",Neutral
345,1114,"For de Blasio,  Donation Size May Be Key to Re-election","Facing federal and state inquiries surrounding his fund-raising practices, Mayor Bill de Blasio has shifted his re-election strategies.","['de', 'blasio', 'donation', 'size', 'may', 'key', 'electionfacing', 'federal', 'state', 'inquiries', 'surrounding', 'fund', 'raising', 'practices', 'mayor', 'bill', 'de', 'blasio', 'shifted', 'election', 'strategies']",Neutral
346,517,"Job Disconnect: Male Applicants, Feminine Language","Listings for most fast-growing jobs use feminine language, which has been statistically shown to deter men.","['job', 'disconnect', 'male', 'applicants', 'feminine', 'languagelistings', 'fast', 'growing', 'jobs', 'use', 'feminine', 'language', 'statistically', 'shown', 'deter', 'men']",Neutral
347,1100,"Getting Older, Sleeping Less","When insomnia persists, it can wreak physical, emotional and social havoc.","['getting', 'older', 'sleeping', 'lesswhen', 'insomnia', 'persists', 'wreak', 'physical', 'emotional', 'social', 'havoc']",Negative
348,929,Packers Bury Ghosts of Playoffs Past,A win over the Cowboys revitalizes Titletown.,"['packers', 'bury', 'ghosts', 'playoffs', 'pasta', 'win', 'cowboys', 'revitalizes', 'titletown']",Positive
349,1619,"For Wary World, True Trump Aims Remain Unknown","Having made contradictory comments, President-elect Donald J. Trump has many nations wondering about his policies. But there’s also a sense that his words should not be taken too literally.","['wary', 'world', 'true', 'trump', 'aims', 'remain', 'unknownhaving', 'made', 'contradictory', 'comments', 'president', 'elect', 'donald', 'trump', 'many', 'nations', 'wondering', 'policies', 'also', 'sense', 'words', 'taken', 'literally']",Neutral
350,799,A Puppet Musical Is Silly but Serious,"This enchanting, unclassifiable show swings freely between political commentary and surrealistic comedy.","['puppet', 'musical', 'silly', 'seriousthis', 'enchanting', 'unclassifiable', 'show', 'swings', 'freely', 'political', 'commentary', 'surrealistic', 'comedy']",Negative
351,113,Getting a Compliment From One Who Knows,A famous band leader happens to be in the crowd at a retirement party at the Metropolitan Museum of Art.,"['getting', 'compliment', 'one', 'knowsa', 'famous', 'band', 'leader', 'happens', 'crowd', 'retirement', 'party', 'metropolitan', 'museum', 'art']",Positive
352,647,"Mr. Obama, Pick Up Your Pardon Pen","The president’s terrible record on clemency has gotten better, but pardon grants remain abysmally low.","['mr', 'obama', 'pick', 'pardon', 'penthe', 'president', 'terrible', 'record', 'clemency', 'gotten', 'better', 'pardon', 'grants', 'remain', 'abysmally', 'low']",Positive
353,547,Beloved Actress,Timothy Polin offers us a sentimental tribute puzzle.,"['beloved', 'actresstimothy', 'polin', 'offers', 'us', 'sentimental', 'tribute', 'puzzle']",Positive
354,1232, British Premier Outlines Path to a Clean Break With the E.U.,"In long-awaited remarks, the British prime minister emphasized regaining control of immigration, even if it means losing E.U. trading advantages.","['british', 'premier', 'outlines', 'path', 'clean', 'break', 'uin', 'long', 'awaited', 'remarks', 'british', 'prime', 'minister', 'emphasized', 'regaining', 'control', 'immigration', 'even', 'means', 'losing', 'trading', 'advantages']",Positive
355,1048,Taking Picky Eating to the Extreme,"Avoidant/restrictive food intake disorder can lead to physical, social and psychological impairments.","['taking', 'picky', 'eating', 'extremeavoidant', 'restrictive', 'food', 'intake', 'disorder', 'lead', 'physical', 'social', 'psychological', 'impairments']",Negative
356,1914,"As the Earth Shook, They Stood Firm","Adaptability and tenacity helped poorly equipped Vietcong forces resist the onslaught of Operation Cedar Falls, despite horrific losses.","['earth', 'shook', 'stood', 'firmadaptability', 'tenacity', 'helped', 'poorly', 'equipped', 'vietcong', 'forces', 'resist', 'onslaught', 'operation', 'cedar', 'falls', 'despite', 'horrific', 'losses']",Negative
357,843,What Thomas Merton and Muhammad Ali Had in Common,"The Catholic writer and the boxer never met, but they shared an abiding belief that all religions contain vital truths.","['thomas', 'merton', 'muhammad', 'ali', 'commonthe', 'catholic', 'writer', 'boxer', 'never', 'met', 'shared', 'abiding', 'belief', 'religions', 'contain', 'vital', 'truths']",Neutral
358,802,"Yes, Obama’s Presidency Will Endure","Barack Obama ranks with Reagan as an impactful president, and Republicans won’t be able to reverse the changes easily.","['yes', 'obama', 'presidency', 'endurebarack', 'obama', 'ranks', 'reagan', 'impactful', 'president', 'republicans', 'able', 'reverse', 'changes', 'easily']",Neutral
359,941,The G.O.P.’s Health Care Risk,A repeal-and-delay of Obamacare would be a “total disaster” for the individual insurance market.,"['health', 'care', 'riska', 'repeal', 'delay', 'obamacare', 'would', 'total', 'disaster', 'individual', 'insurance', 'market']",Negative
360,832,The  Lord  of Misrule,"We’re living with exactly the kinds of injustices that lead to carnival culture, and we’ve crowned a fool king.","['lord', 'misrulewe', 'living', 'exactly', 'kinds', 'injustices', 'lead', 'carnival', 'culture', 'crowned', 'fool', 'king']",Negative
361,1055,U.S. Ambassadors in Asia Make Final Plea for Dead Trans-Pacific Trade Pact,"Max Baucus, the ambassador to China, and five others told Congress in an open letter that the United States should not cede its position in Asia-Pacific trade to China.","['ambassadors', 'asia', 'make', 'final', 'plea', 'dead', 'trans', 'pacific', 'trade', 'pactmax', 'baucus', 'ambassador', 'china', 'five', 'others', 'told', 'congress', 'open', 'letter', 'united', 'states', 'cede', 'position', 'asia', 'pacific', 'trade', 'china']",Negative
362,133,Growing Old,Have you ever thought about growing old? What do you want to be doing when you are 65 or older?,"['growing', 'oldhave', 'ever', 'thought', 'growing', 'old', 'want', 'older']",Neutral
363,304,"Questions for: ‘In Trump’s Feud With John Lewis, Blacks Perceive a Callous Rival’",Why have some members of Congress announced that they will not attend Donald Trump’s inauguration?,"['questions', 'trump', 'feud', 'john', 'lewis', 'blacks', 'perceive', 'callous', 'rivalwhy', 'members', 'congress', 'announced', 'attend', 'donald', 'trump', 'inauguration']",Positive
364,8784,The Mail Room,"Over eight years, through millions of letters, the staff of the White House mailroom read the unfiltered story of a nation.","['mail', 'roomover', 'eight', 'years', 'millions', 'letters', 'staff', 'white', 'house', 'mailroom', 'read', 'unfiltered', 'story', 'nation']",Neutral
365,1979,‘I Wish to Hell I’d Just Kept Saying the Exact Same Thing’,The vice president looks back — and forward.,"['wish', 'hell', 'kept', 'saying', 'exact', 'thingthe', 'vice', 'president', 'looks', 'back', 'forward']",Negative
366,432,What Role Have Books Played in Your Life?,To what degree do you identify with President Obama’s description of the role reading books played in his presidency?,"['role', 'books', 'played', 'lifeto', 'degree', 'identify', 'president', 'obama', 'description', 'role', 'reading', 'books', 'played', 'presidency']",Neutral
367,999,"At Hall’s Doorstep, but Toting Baggage",Rodriguez’s performance as a catcher should put him in the Hall of Fame on the first ballot — but there’s that Canseco book.,"['hall', 'doorstep', 'toting', 'baggagerodriguez', 'performance', 'catcher', 'put', 'hall', 'fame', 'first', 'ballot', 'canseco', 'book']",Positive
368,2782,"Tropical Life, French-Style",A food traveler went back to the Caribbean island amid growing recognition for its cuisine. That wasn’t the only draw.,"['tropical', 'life', 'french', 'stylea', 'food', 'traveler', 'went', 'back', 'caribbean', 'island', 'amid', 'growing', 'recognition', 'cuisine', 'draw']",Neutral
369,2283,Call of the Mild: My Winter of the Toboggan,"In February, the snow-globe town of Camden, Me., holds the U.S. National Toboggan Championships. The Olympics it is not. But my family braved the chute.","['call', 'mild', 'winter', 'tobogganin', 'february', 'snow', 'globe', 'town', 'camden', 'holds', 'national', 'toboggan', 'championships', 'olympics', 'family', 'braved', 'chute']",Neutral
370,1047,"New York Today: Cheers, and Complaints, for Subway Wi-Fi","Tuesday: Cellphone connectivity underground, Trump’s home for sale, and ride-hailing apps.","['new', 'york', 'today', 'cheers', 'complaints', 'subway', 'wi', 'fituesday', 'cellphone', 'connectivity', 'underground', 'trump', 'home', 'sale', 'ride', 'hailing', 'apps']",Neutral
371,843,Watching Israel as the  lights go out,"In America, there is always a domestic political reason for not doing the right thing on Israel-Palestine.","['watching', 'israel', 'lights', 'go', 'outin', 'america', 'always', 'domestic', 'political', 'reason', 'right', 'thing', 'israel', 'palestine']",Positive
372,91,"Weekly News Quiz | Jan. 10-16, 2017",Have you been following the news? Take our quiz to see what you know and to learn more.,"['weekly', 'news', 'quiz', 'janhave', 'following', 'news', 'take', 'quiz', 'see', 'know', 'learn']",Neutral
373,1707,When an Invisible Hand Overpowers a President’s,We associate presidents with eras — and eras with strong or weak economies. But the reality is more complicated.,"['invisible', 'hand', 'overpowers', 'president', 'swe', 'associate', 'presidents', 'eras', 'eras', 'strong', 'weak', 'economies', 'reality', 'complicated']",Negative
374,2936,Should We Be Able to Reclaim a Racist Insult — as a Registered Trademark?,"The Supreme Court is about to hear Lee v. Tam, in which an Asian-American rock band seeks trademark registration for the slur it’s reappropriated as a name.","['able', 'reclaim', 'racist', 'insult', 'registered', 'trademarkthe', 'supreme', 'court', 'hear', 'lee', 'tam', 'asian', 'american', 'rock', 'band', 'seeks', 'trademark', 'registration', 'slur', 'reappropriated', 'name']",Negative
375,1351,Sexes Differ on Persistence of Sexism,"A survey shows 82 percent of women feel sexism is a problem today, while men underestimate the sexism felt by the women in their lives.","['sexes', 'differ', 'persistence', 'sexisma', 'survey', 'shows', 'percent', 'women', 'feel', 'sexism', 'problem', 'today', 'men', 'underestimate', 'sexism', 'felt', 'women', 'lives']",Negative
376,1265,Pressure on G.O.P. as Repeal May Strip Millions of Coverage,"The Congressional Budget Office said 18 million people would lose their insurance in the first year, with that number and costs rising over 10 years.","['pressure', 'repeal', 'may', 'strip', 'millions', 'coveragethe', 'congressional', 'budget', 'office', 'said', 'million', 'people', 'would', 'lose', 'insurance', 'first', 'year', 'number', 'costs', 'rising', 'years']",Negative
377,1790,Marching to the Beat of Trump,So much for the postelection lull.,"['marching', 'beat', 'trumpso', 'much', 'postelection', 'lull']",Negative
378,1304,"Grass-Fed Beef, Sold a Cow at a Time",New start-ups are buying meat from small farms and dividing it into manageable cuts.,"['grass', 'fed', 'beef', 'sold', 'cow', 'timenew', 'start', 'ups', 'buying', 'meat', 'small', 'farms', 'dividing', 'manageable', 'cuts']",Positive
379,207,"Eat: Eat Peppers, Live Longer?","Eating hot chili peppers may help you live longer, a new analysis reports.","['eat', 'eat', 'peppers', 'live', 'longereating', 'hot', 'chili', 'peppers', 'may', 'help', 'live', 'longer', 'new', 'analysis', 'reports']",Positive
380,1928,A Chef Looks Homeward,The host of ‘A Chef’s Life’ had turned her back on her native corner of North Carolina. Then she returned to help celebrate and revive it.,"['chef', 'looks', 'homewardthe', 'host', 'chef', 'life', 'turned', 'back', 'native', 'corner', 'north', 'carolina', 'returned', 'help', 'celebrate', 'revive']",Positive
381,1184,"Slurping Solo, in Sweet Isolation",A Japanese ramen chain serves its single kind of soup in a singular setting: individual “flavor concentration booths.”,"['slurping', 'solo', 'sweet', 'isolationa', 'japanese', 'ramen', 'chain', 'serves', 'single', 'kind', 'soup', 'singular', 'setting', 'individual', 'flavor', 'concentration', 'booths']",Positive
382,1456,Obama Commutes Manning’s Term in U.S. Leak Case,The Army intelligence analyst convicted in a 2010 leak of security documents is set to be freed this May instead of in 2045.,"['obama', 'commutes', 'manning', 'term', 'leak', 'casethe', 'army', 'intelligence', 'analyst', 'convicted', 'leak', 'security', 'documents', 'set', 'freed', 'may', 'instead']",Neutral
383,137,"Doing a Favor, With Some Regret",Feeling conflicted about fulfilling a neighbor’s unhealthy request.,"['favor', 'regretfeeling', 'conflicted', 'fulfilling', 'neighbor', 'unhealthy', 'request']",Negative
384,928,DeVos’s Education Hearing Erupts Into Partisan Debate,"A Senate hearing for Ms. DeVos, a billionaire who did not attend public schools or send her children to them, became a debate over how to spend public money on education.","['devos', 'education', 'hearing', 'erupts', 'partisan', 'debatea', 'senate', 'hearing', 'ms', 'devos', 'billionaire', 'attend', 'public', 'schools', 'send', 'children', 'became', 'debate', 'spend', 'public', 'money', 'education']",Negative
385,658,"Why Rattle NATO, Not Russia?",And Europe loses.,"['rattle', 'nato', 'russiaand', 'europe', 'loses']",Negative
386,1389,"American Contingent’s Strength Is in Numbers, and Youth","Aside from the Williams sisters, no U.S. woman has played in a major final since 2005, and no man has won one since 2003, but the nation had the most players in each draw in Melbourne.","['american', 'contingent', 'strength', 'numbers', 'youthaside', 'williams', 'sisters', 'woman', 'played', 'major', 'final', 'since', 'man', 'one', 'since', 'nation', 'players', 'draw', 'melbourne']",Neutral
387,435,Dynamic Sequence,Matthew Sewell sets us up to score.,"['dynamic', 'sequencematthew', 'sewell', 'sets', 'us', 'score']",Positive
388,81,Sneakers,Are you a “sneakerhead”? How many pairs do you have? What are the best ones you’ve ever owned?,"['sneakersare', 'sneakerhead', 'many', 'pairs', 'best', 'ones', 'ever', 'owned']",Positive
389,1248,The Obama Legacy,His presidency’s transformative promise created both fears and expectations that he failed to manage.,"['obama', 'legacyhis', 'presidency', 'transformative', 'promise', 'created', 'fears', 'expectations', 'failed', 'manage']",Negative
390,1508,"Injecting Drugs, Under a Watchful Eye",Giving users a supervised place and clean needles increases use of treatment and saves lives.,"['injecting', 'drugs', 'watchful', 'eyegiving', 'users', 'supervised', 'place', 'clean', 'needles', 'increases', 'use', 'treatment', 'saves', 'lives']",Positive
391,882,Retweeting  Donald Trump,"Imagine the benefits to the country if the president-elect’s messages were nice, not nasty.","['retweeting', 'donald', 'trumpimagine', 'benefits', 'country', 'president', 'elect', 'messages', 'nice', 'nasty']",Positive
392,1070,The Non-Politics of Disability,"Outrage over Donald Trump’s insensitivity is fine, but it isn’t serious political action.","['non', 'politics', 'disabilityoutrage', 'donald', 'trump', 'insensitivity', 'fine', 'serious', 'political', 'action']",Positive
393,798,A More Diverse  Oscars?,"Against a backdrop of tense race relations, three widely praised movies should bring needed diversity to this year’s Academy Award nominations.","['diverse', 'oscarsagainst', 'backdrop', 'tense', 'race', 'relations', 'three', 'widely', 'praised', 'movies', 'bring', 'needed', 'diversity', 'year', 'academy', 'award', 'nominations']",Neutral
394,1438,What Should We Have Told a Betrayed Wife?,"The magazine’s Ethicist columnist on the responsibility of a community in a member’s time of need, when to push back on friends’ vile online commentary and more.","['told', 'betrayed', 'wifethe', 'magazine', 'ethicist', 'columnist', 'responsibility', 'community', 'member', 'time', 'need', 'push', 'back', 'friends', 'vile', 'online', 'commentary']",Negative
395,1501,Arm’s Length,"It’s a modern ritual to insist that public figures “disavow” unseemly opinions, connections and supporters. But when that gesture is a halfhearted performance, how could it count?","['arm', 'lengthit', 'modern', 'ritual', 'insist', 'public', 'figures', 'disavow', 'unseemly', 'opinions', 'connections', 'supporters', 'gesture', 'halfhearted', 'performance', 'could', 'count']",Negative
396,419,Would You Like to Be a Farmer?,Does the romantic notion of working the land bear out in reality? Some say yes.,"['would', 'like', 'farmerdoes', 'romantic', 'notion', 'working', 'land', 'bear', 'reality', 'say', 'yes']",Positive
397,7084,The Disenrolled,"Four years ago, the Nooksack in Washington State announced that they were expelling hundreds of members, setting off a bitter debate over tribal identity.","['disenrolledfour', 'years', 'ago', 'nooksack', 'washington', 'state', 'announced', 'expelling', 'hundreds', 'members', 'setting', 'bitter', 'debate', 'tribal', 'identity']",Negative
398,782,"As Times Looks to Future, Some Advice: Learn to Let Go",A newly released internal report says The Times should pursue more of some stories and less of others. But what exactly should it give up?,"['times', 'looks', 'future', 'advice', 'learn', 'let', 'goa', 'newly', 'released', 'internal', 'report', 'says', 'times', 'pursue', 'stories', 'less', 'others', 'exactly', 'give']",Neutral
399,1351,Hunting for Unicorns in the N.B.A.,Glimpsing the future of basketball as both sport and marketing enterprise in the moves of seven-foot wonder athletes.,"['hunting', 'unicorns', 'aglimpsing', 'future', 'basketball', 'sport', 'marketing', 'enterprise', 'moves', 'seven', 'foot', 'wonder', 'athletes']",Positive
400,840,Running May Be Good for Knees,Knees of runners showed substantially lower levels of two types of cells that can contribute to inflammation and promote arthritis.,"['running', 'may', 'good', 'kneesknees', 'runners', 'showed', 'substantially', 'lower', 'levels', 'two', 'types', 'cells', 'contribute', 'inflammation', 'promote', 'arthritis']",Neutral
401,92,How to Be Mindful With Your Phone,Impulsively checking your phone? Take a moment with your own thoughts instead.,"['mindful', 'phoneimpulsively', 'checking', 'phone', 'take', 'moment', 'thoughts', 'instead']",Neutral
402,1147,"New York Today: Filling a Cavity, Without Leaving Home","Wednesday: On-demand services, Cuomo meets Trump, and tips for visiting the Met.","['new', 'york', 'today', 'filling', 'cavity', 'without', 'leaving', 'homewednesday', 'demand', 'services', 'cuomo', 'meets', 'trump', 'tips', 'visiting', 'met']",Positive
403,400,‘Why Does the Stock Market Have Pre-Market and After-Hours Trading?’,"A reader asks: “If trades can occur outside the 9:30 a.m. to 4 p.m. market hours, then why not allow for 24/7 trading?” Neil Irwin, a senior economics correspondent, responds.","['stock', 'market', 'pre', 'market', 'hours', 'tradinga', 'reader', 'asks', 'trades', 'occur', 'outside', 'market', 'hours', 'allow', 'trading', 'neil', 'irwin', 'senior', 'economics', 'correspondent', 'responds']",Neutral
404,1356,"Amid Populist Fury, Elite Mull Inequity, but Avoid Talk of Sacrifice","Power brokers are in the Swiss Alps to discuss how to make globalization more lucrative, but there is no appetite for redistributing wealth or empowering workers.","['amid', 'populist', 'fury', 'elite', 'mull', 'inequity', 'avoid', 'talk', 'sacrificepower', 'brokers', 'swiss', 'alps', 'discuss', 'make', 'globalization', 'lucrative', 'appetite', 'redistributing', 'wealth', 'empowering', 'workers']",Positive
405,1343,"For Third Year, the Earth in 2016 Set Heat Record",Surface temperatures are heading toward levels that many scientists believe will pose a threat to both the natural world and to human civilization.,"['third', 'year', 'earth', 'set', 'heat', 'recordsurface', 'temperatures', 'heading', 'toward', 'levels', 'many', 'scientists', 'believe', 'pose', 'threat', 'natural', 'world', 'human', 'civilization']",Negative
406,269,Speaking Truth to Trump on Immigration,Donald Trump’s denunciation of immigrants is hypocritical.,"['speaking', 'truth', 'trump', 'immigrationdonald', 'trump', 'denunciation', 'immigrants', 'hypocritical']",Neutral
407,1236,"In Farewell, Obama Sets Red Lines That Would Pull Him Back","At his final news conference in the White House, the president was asked about his future and his decision to commute the sentence of Chelsea Manning.","['farewell', 'obama', 'sets', 'red', 'lines', 'would', 'pull', 'backat', 'final', 'news', 'conference', 'white', 'house', 'president', 'asked', 'future', 'decision', 'commute', 'sentence', 'chelsea', 'manning']",Neutral
408,967,"Anthony or Jackson? Either Way, a Bad Bounce for Knicks Fans","One way to end the strained relationship between Carmelo Anthony and the Knicks’ president, Phil Jackson, would be for one of them to leave. But which one?","['anthony', 'jackson', 'either', 'way', 'bad', 'bounce', 'knicks', 'fansone', 'way', 'end', 'strained', 'relationship', 'carmelo', 'anthony', 'knicks', 'president', 'phil', 'jackson', 'would', 'one', 'leave', 'one']",Negative
409,1327,America’s Great Working-Class Colleges,"Dozens of colleges are vaulting thousands of low-income students into the middle class and beyond, and yet are being starved of funding.","['america', 'great', 'working', 'class', 'collegesdozens', 'colleges', 'vaulting', 'thousands', 'low', 'income', 'students', 'middle', 'class', 'beyond', 'yet', 'starved', 'funding']",Positive
410,773,Fake News? Welcome to ‘False Remembering’,"Some people said they remembered fake news that was never even published, suggesting the phenomenon is not as influential as many think.","['fake', 'news', 'welcome', 'false', 'rememberingsome', 'people', 'said', 'remembered', 'fake', 'news', 'never', 'even', 'published', 'suggesting', 'phenomenon', 'influential', 'many', 'think']",Negative
411,1193,Trump’s Health Secretary Pick Is Vague on Affordable Care Act Replacement,"At a Senate hearing, Representative Tom Price set lofty goals for replacing the health law but did not say how he would achieve them.","['trump', 'health', 'secretary', 'pick', 'vague', 'affordable', 'care', 'act', 'replacementat', 'senate', 'hearing', 'representative', 'tom', 'price', 'set', 'lofty', 'goals', 'replacing', 'health', 'law', 'say', 'would', 'achieve']",Positive
412,949,Trump and Yellen Set Course for Policy Clash,"What people in the Trump orbit may view as a desirable boom could look to the Fed as overheating, and prompt interest rate increases.","['trump', 'yellen', 'set', 'course', 'policy', 'clashwhat', 'people', 'trump', 'orbit', 'may', 'view', 'desirable', 'boom', 'could', 'look', 'fed', 'overheating', 'prompt', 'interest', 'rate', 'increases']",Positive
413,646,One Last Chance to Show Mercy,"President Obama did the right thing in granting clemency to Chelsea Manning, and should offer Edward Snowden similar leniency.","['one', 'last', 'chance', 'show', 'mercypresident', 'obama', 'right', 'thing', 'granting', 'clemency', 'chelsea', 'manning', 'offer', 'edward', 'snowden', 'similar', 'leniency']",Positive
414,1220,U.S. Suit Says Loan Collector Duped Students,"Navient made serious mistakes at every step of the loan collection process, the Consumer Financial Protection Bureau said in a lawsuit.","['suit', 'says', 'loan', 'collector', 'duped', 'studentsnavient', 'made', 'serious', 'mistakes', 'every', 'step', 'loan', 'collection', 'process', 'consumer', 'financial', 'protection', 'bureau', 'said', 'lawsuit']",Neutral
415,738,Liability for a Political Candidate,Jacob Stulberg delivers an important message.,"['liability', 'political', 'candidatejacob', 'stulberg', 'delivers', 'important', 'message']",Neutral
416,1005,"Prospero, Confined Yet Commanding","Set in a women’s prison, this production is the third and last installment of the director Phyllida Lloyd’s series of Shakespeare plays for Donmar Warehouse.","['prospero', 'confined', 'yet', 'commandingset', 'women', 'prison', 'production', 'third', 'last', 'installment', 'director', 'phyllida', 'lloyd', 'series', 'shakespeare', 'plays', 'donmar', 'warehouse']",Negative
417,1471,"New Level of Chaos,  Even for Valencia","Valencia, which has the fourth-highest budget in Spain but the fourth-worst record, always poses a challenge for coaches, but it has never experienced a crisis quite like this.","['new', 'level', 'chaos', 'even', 'valenciavalencia', 'fourth', 'highest', 'budget', 'spain', 'fourth', 'worst', 'record', 'always', 'poses', 'challenge', 'coaches', 'never', 'experienced', 'crisis', 'quite', 'like']",Negative
418,108,Hitler and History,Should the bunker where Hitler killed himself be a tourist attraction?,"['hitler', 'historyshould', 'bunker', 'hitler', 'killed', 'tourist', 'attraction']",Neutral
419,1153,The Supreme Court’s Next Gun Battle,The justices will decide whether to accept a California case that could test the limits of the Second Amendment.,"['supreme', 'court', 'next', 'gun', 'battlethe', 'justices', 'decide', 'whether', 'accept', 'california', 'case', 'could', 'test', 'limits', 'second', 'amendment']",Neutral
